fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
2,ROC30,1D,-0.0057,-1.124,0.261729,0.503325,False,20D,-1,-0.0002,0.0002
2,ROC30,3D,-0.0086,-1.1936,0.233403,0.503325,False,20D,-1,0.0032,-0.0032
2,ROC30,5D,-0.0061,-0.7003,0.484187,0.654307,False,20D,-1,0.002,-0.002
2,ROC30,10D,-0.0096,-0.861,0.389771,0.567281,False,20D,-1,0.0126,-0.0126
2,ROC30,20D,-0.0174,-1.0349,0.301369,0.50623,False,20D,-1,0.0178,-0.0178
2,MAX_RATIO_30,1D,0.0011,0.2285,0.819357,0.910397,False,20D,-1,0.0014,-0.0014
2,MAX_RATIO_30,3D,0.0008,0.1126,0.910395,0.948328,False,20D,-1,0.0003,-0.0003
2,MAX_RATIO_30,5D,-0.0028,-0.3238,0.746246,0.910397,False,20D,-1,0.0001,-0.0001
2,MAX_RATIO_30,10D,-0.0015,-0.1325,0.89467,0.948328,False,20D,-1,-0.0043,0.0043
2,MAX_RATIO_30,20D,-0.0086,-0.5495,0.582972,0.767068,False,20D,-1,0.0081,-0.0081
3,ROC10,1D,-0.0037,-0.7926,0.428491,0.987394,False,20D,-1,-0.0024,0.0024
3,ROC10,3D,-0.0022,-0.3215,0.747982,0.987394,False,20D,-1,-0.0051,0.0051
3,ROC10,5D,-0.0006,-0.07,0.944262,0.987394,False,20D,-1,-0.0079,0.0079
3,ROC10,10D,-0.0013,-0.1117,0.911139,0.987394,False,20D,-1,-0.0087,0.0087
3,ROC10,20D,-0.0028,-0.2191,0.826705,0.987394,False,20D,-1,-0.0337,0.0337
3,MAX_RATIO_10,1D,-0.0024,-0.5261,0.599101,0.987394,False,20D,-1,-0.008,0.008
3,MAX_RATIO_10,3D,-0.006,-0.968,0.333657,0.987394,False,20D,-1,-0.0159,0.0159
3,MAX_RATIO_10,5D,-0.007,-0.9536,0.340894,0.987394,False,20D,-1,-0.0115,0.0115
3,MAX_RATIO_10,10D,-0.0019,-0.182,0.855686,0.987394,False,20D,-1,-0.0121,0.0121
3,MAX_RATIO_10,20D,-0.0077,-0.5576,0.577464,0.987394,False,20D,-1,0.001,-0.001
3,MIN_RATIO_10,1D,0.008,1.7917,0.073985,0.987394,False,20D,1,0.013,0.013
3,MIN_RATIO_10,3D,0.005,0.8224,0.41139,0.987394,False,20D,1,0.0138,0.0138
3,MIN_RATIO_10,5D,0.0034,0.4796,0.631779,0.987394,False,20D,1,0.0163,0.0163
3,MIN_RATIO_10,10D,0.0008,0.0869,0.930801,0.987394,False,20D,1,0.0181,0.0181
3,MIN_RATIO_10,20D,0.002,0.1853,0.853076,0.987394,False,20D,1,0.036,0.036
3,MA_RATIO_10,1D,0.006,1.2881,0.198488,0.987394,False,20D,1,0.0063,0.0063
3,MA_RATIO_10,3D,0.0026,0.4038,0.686592,0.987394,False,20D,1,0.0079,0.0079
3,MA_RATIO_10,5D,0.0009,0.1091,0.913168,0.987394,False,20D,1,0.0115,0.0115
3,MA_RATIO_10,10D,0.0013,0.1264,0.899485,0.987394,False,20D,1,0.0143,0.0143
3,MA_RATIO_10,20D,0.0005,0.0421,0.966448,0.987394,False,20D,1,0.0286,0.0286
3,ROC20,1D,-0.0014,-0.2707,0.786769,0.987394,False,20D,1,-0.0057,-0.0057
3,ROC20,3D,-0.0011,-0.1453,0.884541,0.987394,False,20D,1,-0.0117,-0.0117
3,ROC20,5D,-0.0005,-0.049,0.960954,0.987394,False,20D,1,-0.0158,-0.0158
3,ROC20,10D,-0.0017,-0.144,0.885588,0.987394,False,20D,1,-0.031,-0.031
3,ROC20,20D,0.0004,0.0313,0.975038,0.987394,False,20D,1,-0.0382,-0.0382
3,MAX_RATIO_20,1D,-0.0001,-0.0158,0.987394,0.987394,False,20D,-1,-0.0012,0.0012
3,MAX_RATIO_20,3D,-0.0012,-0.1694,0.865566,0.987394,False,20D,-1,-0.0043,0.0043
3,MAX_RATIO_20,5D,-0.0027,-0.3104,0.756457,0.987394,False,20D,-1,-0.004,0.004
3,MAX_RATIO_20,10D,-0.0025,-0.2032,0.839126,0.987394,False,20D,-1,0.0044,-0.0044
3,MAX_RATIO_20,20D,-0.0093,-0.5637,0.573317,0.987394,False,20D,-1,0.0207,-0.0207
3,MIN_RATIO_20,1D,0.0057,1.2017,0.230241,0.987394,False,20D,1,0.0032,0.0032
3,MIN_RATIO_20,3D,0.0055,0.8473,0.397379,0.987394,False,20D,1,0.0052,0.0052
3,MIN_RATIO_20,5D,0.0027,0.3348,0.73798,0.987394,False,20D,1,0.008,0.008
3,MIN_RATIO_20,10D,0.0009,0.0837,0.933321,0.987394,False,20D,1,0.0197,0.0197
3,MIN_RATIO_20,20D,0.0012,0.098,0.922021,0.987394,False,20D,1,0.042,0.042
3,MA_RATIO_20,1D,0.0045,0.9099,0.363451,0.987394,False,20D,1,0.0047,0.0047
3,MA_RATIO_20,3D,0.0042,0.563,0.573796,0.987394,False,20D,1,0.0089,0.0089
3,MA_RATIO_20,5D,0.0019,0.203,0.839217,0.987394,False,20D,1,0.0115,0.0115
3,MA_RATIO_20,10D,0.0023,0.1803,0.857039,0.987394,False,20D,1,0.0204,0.0204
3,MA_RATIO_20,20D,0.0006,0.0429,0.965767,0.987394,False,20D,1,0.0374,0.0374
3,ROC30,1D,0.0002,0.0302,0.975917,0.987394,False,20D,-1,-0.0061,0.0061
3,ROC30,3D,-0.0022,-0.2846,0.776087,0.987394,False,20D,-1,-0.0103,0.0103
3,ROC30,5D,-0.0018,-0.1888,0.850322,0.987394,False,20D,-1,-0.0132,0.0132
3,ROC30,10D,-0.0025,-0.2021,0.839983,0.987394,False,20D,-1,-0.0271,0.0271
3,ROC30,20D,-0.0014,-0.0843,0.932861,0.987394,False,20D,-1,-0.0517,0.0517
3,MAX_RATIO_30,1D,-0.0027,-0.5572,0.577714,0.987394,False,20D,-1,0.0014,-0.0014
3,MAX_RATIO_30,3D,-0.0016,-0.2255,0.821747,0.987394,False,20D,-1,0.0038,-0.0038
3,MAX_RATIO_30,5D,-0.0035,-0.3783,0.705418,0.987394,False,20D,-1,0.0067,-0.0067
3,MAX_RATIO_30,10D,-0.004,-0.3245,0.745752,0.987394,False,20D,-1,0.0137,-0.0137
3,MAX_RATIO_30,20D,-0.009,-0.5473,0.584509,0.987394,False,20D,-1,0.0335,-0.0335
4,ROC10,1D,-0.0027,-0.6005,0.548548,0.902431,False,20D,-1,-0.0115,0.0115
4,ROC10,3D,-0.0046,-0.6822,0.495511,0.902431,False,20D,-1,-0.0203,0.0203
4,ROC10,5D,-0.0035,-0.4318,0.666117,0.902431,False,20D,-1,-0.0124,0.0124
4,ROC10,10D,-0.001,-0.1016,0.919167,0.928563,False,20D,-1,-0.0159,0.0159
4,ROC10,20D,-0.0075,-0.6259,0.531754,0.902431,False,20D,-1,-0.0269,0.0269
4,MAX_RATIO_10,1D,-0.0054,-1.195,0.232841,0.902431,False,20D,-1,0.0021,-0.0021
4,MAX_RATIO_10,3D,-0.0081,-1.3449,0.179467,0.902431,False,20D,-1,-0.0005,0.0005
4,MAX_RATIO_10,5D,-0.0075,-1.0735,0.283739,0.902431,False,20D,-1,-0.0098,0.0098
4,MAX_RATIO_10,10D,-0.0055,-0.6155,0.538583,0.902431,False,20D,-1,-0.0035,0.0035
4,MAX_RATIO_10,20D,-0.0046,-0.3688,0.712456,0.902431,False,20D,-1,0.0093,-0.0093
4,MIN_RATIO_10,1D,0.0092,2.0524,0.040818,0.902431,False,20D,1,0.02,0.02
4,MIN_RATIO_10,3D,0.0094,1.4921,0.136497,0.902431,False,20D,1,0.0252,0.0252
4,MIN_RATIO_10,5D,0.0088,1.1767,0.240069,0.902431,False,20D,1,0.0134,0.0134
4,MIN_RATIO_10,10D,0.0054,0.5809,0.561656,0.902431,False,20D,1,0.0106,0.0106
4,MIN_RATIO_10,20D,0.007,0.6381,0.523812,0.902431,False,20D,1,0.0151,0.0151
4,MA_RATIO_10,1D,0.0053,1.1358,0.256752,0.902431,False,20D,1,0.0152,0.0152
4,MA_RATIO_10,3D,0.0049,0.7562,0.449997,0.902431,False,20D,1,0.0169,0.0169
4,MA_RATIO_10,5D,0.0052,0.6661,0.505784,0.902431,False,20D,1,0.0081,0.0081
4,MA_RATIO_10,10D,0.004,0.4371,0.662266,0.902431,False,20D,1,0.0114,0.0114
4,MA_RATIO_10,20D,0.0054,0.4898,0.624533,0.902431,False,20D,1,0.0198,0.0198
4,ROC20,1D,-0.0025,-0.492,0.622977,0.902431,False,20D,-1,-0.0149,0.0149
4,ROC20,3D,-0.0056,-0.7491,0.454269,0.902431,False,20D,-1,-0.0268,0.0268
4,ROC20,5D,-0.0051,-0.57,0.568996,0.902431,False,20D,-1,-0.0251,0.0251
4,ROC20,10D,-0.0063,-0.5521,0.581175,0.902431,False,20D,-1,-0.0377,0.0377
4,ROC20,20D,-0.0053,-0.4081,0.683423,0.902431,False,20D,-1,-0.0389,0.0389
4,MAX_RATIO_20,1D,-0.002,-0.4367,0.662553,0.902431,False,20D,1,0.0064,0.0064
4,MAX_RATIO_20,3D,-0.0016,-0.245,0.806595,0.906122,False,20D,1,0.0081,0.0081
4,MAX_RATIO_20,5D,-0.0029,-0.3561,0.721945,0.902431,False,20D,1,0.0047,0.0047
4,MAX_RATIO_20,10D,-0.0033,-0.317,0.751391,0.906122,False,20D,1,0.018,0.018
4,MAX_RATIO_20,20D,0.0013,0.0897,0.928563,0.928563,False,20D,1,0.0171,0.0171
4,MIN_RATIO_20,1D,0.0045,0.9904,0.32259,0.902431,False,20D,1,0.0137,0.0137
4,MIN_RATIO_20,3D,0.0061,0.9315,0.352212,0.902431,False,20D,1,0.0222,0.0222
4,MIN_RATIO_20,5D,0.0045,0.5775,0.563943,0.902431,False,20D,1,0.0137,0.0137
4,MIN_RATIO_20,10D,0.0029,0.2788,0.780552,0.906122,False,20D,1,0.0124,0.0124
4,MIN_RATIO_20,20D,0.0047,0.3967,0.691829,0.902431,False,20D,1,0.0175,0.0175
4,MA_RATIO_20,1D,0.0039,0.7862,0.432245,0.902431,False,20D,1,0.0146,0.0146
4,MA_RATIO_20,3D,0.0065,0.894,0.3719,0.902431,False,20D,1,0.0222,0.0222
4,MA_RATIO_20,5D,0.0059,0.6686,0.504184,0.902431,False,20D,1,0.0165,0.0165
4,MA_RATIO_20,10D,0.0049,0.4518,0.651667,0.902431,False,20D,1,0.0249,0.0249
4,MA_RATIO_20,20D,0.0066,0.4977,0.618959,0.902431,False,20D,1,0.0299,0.0299
4,ROC30,1D,-0.0012,-0.2335,0.81551,0.906122,False,20D,-1,-0.0138,0.0138
4,ROC30,3D,-0.0044,-0.5924,0.553949,0.902431,False,20D,-1,-0.0265,0.0265
4,ROC30,5D,-0.004,-0.4451,0.656534,0.902431,False,20D,-1,-0.0275,0.0275
4,ROC30,10D,-0.0031,-0.2663,0.790175,0.906122,False,20D,-1,-0.037,0.037
4,ROC30,20D,-0.0086,-0.606,0.544847,0.902431,False,20D,-1,-0.0474,0.0474
4,MAX_RATIO_30,1D,-0.0029,-0.6137,0.539794,0.902431,False,20D,1,0.0117,0.0117
4,MAX_RATIO_30,3D,-0.0008,-0.1209,0.903848,0.928563,False,20D,1,0.0204,0.0204
4,MAX_RATIO_30,5D,-0.0014,-0.1753,0.860954,0.928563,False,20D,1,0.022,0.022
4,MAX_RATIO_30,10D,-0.0011,-0.1084,0.913742,0.928563,False,20D,1,0.0297,0.0297
4,MAX_RATIO_30,20D,0.0057,0.3922,0.695152,0.902431,False,20D,1,0.0247,0.0247
5,ROC10,1D,-0.0021,-0.4333,0.665064,0.944782,False,20D,-1,-0.0187,0.0187
5,ROC10,3D,-0.0029,-0.4265,0.67,0.944782,False,20D,-1,-0.0165,0.0165
5,ROC10,5D,0.0006,0.0802,0.936104,0.955208,False,20D,-1,-0.0119,0.0119
5,ROC10,10D,0.0041,0.4069,0.68434,0.944782,False,20D,-1,0.0027,-0.0027
5,ROC10,20D,-0.01,-0.7976,0.42558,0.921438,False,20D,-1,0.0008,-0.0008
5,MAX_RATIO_10,1D,-0.0026,-0.5671,0.570957,0.934656,False,20D,1,0.0035,0.0035
5,MAX_RATIO_10,3D,-0.0073,-1.2195,0.22341,0.921438,False,20D,1,-0.0033,-0.0033
5,MAX_RATIO_10,5D,-0.0107,-1.4463,0.14891,0.921438,False,20D,1,-0.0051,-0.0051
5,MAX_RATIO_10,10D,-0.01,-1.1226,0.262312,0.921438,False,20D,1,-0.0141,-0.0141
5,MAX_RATIO_10,20D,0.0014,0.1276,0.898518,0.944782,False,20D,1,-0.0146,-0.0146
5,MIN_RATIO_10,1D,0.0094,2.1403,0.032973,0.921438,False,20D,1,0.0197,0.0197
5,MIN_RATIO_10,3D,0.0096,1.5789,0.115199,0.921438,False,20D,1,0.0182,0.0182
5,MIN_RATIO_10,5D,0.0046,0.629,0.529727,0.934656,False,20D,1,0.0154,0.0154
5,MIN_RATIO_10,10D,-0.0015,-0.1727,0.862943,0.944782,False,20D,1,0.0036,0.0036
5,MIN_RATIO_10,20D,0.0026,0.2274,0.820199,0.944782,False,20D,1,0.0036,0.0036
5,MA_RATIO_10,1D,0.006,1.2837,0.20005,0.921438,False,20D,1,0.0192,0.0192
5,MA_RATIO_10,3D,0.0052,0.8151,0.415538,0.921438,False,20D,1,0.0187,0.0187
5,MA_RATIO_10,5D,0.0017,0.223,0.82363,0.944782,False,20D,1,0.0182,0.0182
5,MA_RATIO_10,10D,-0.0011,-0.1183,0.905865,0.944782,False,20D,1,-0.0022,-0.0022
5,MA_RATIO_10,20D,0.0059,0.5275,0.59818,0.934656,False,20D,1,-0.0012,-0.0012
5,ROC20,1D,-0.0033,-0.639,0.523194,0.934656,False,20D,-1,-0.0133,0.0133
5,ROC20,3D,-0.0072,-0.9608,0.337267,0.921438,False,20D,-1,-0.015,0.015
5,ROC20,5D,-0.0074,-0.8131,0.416654,0.921438,False,20D,-1,-0.0128,0.0128
5,ROC20,10D,-0.0148,-1.2477,0.212933,0.921438,False,20D,-1,0.0014,-0.0014
5,ROC20,20D,-0.016,-1.1908,0.2345,0.921438,False,20D,-1,-0.006,0.006
5,MAX_RATIO_20,1D,0.0006,0.1215,0.903342,0.944782,False,20D,1,0.0074,0.0074
5,MAX_RATIO_20,3D,0.0002,0.0262,0.979102,0.979102,False,20D,1,0.0014,0.0014
5,MAX_RATIO_20,5D,-0.001,-0.1169,0.906991,0.944782,False,20D,1,-0.0003,-0.0003
5,MAX_RATIO_20,10D,0.0039,0.3485,0.727652,0.944782,False,20D,1,-0.0151,-0.0151
5,MAX_RATIO_20,20D,0.0114,0.8879,0.375155,0.921438,False,20D,1,-0.0181,-0.0181
5,MIN_RATIO_20,1D,0.0025,0.5482,0.583904,0.934656,False,20D,1,0.0134,0.0134
5,MIN_RATIO_20,3D,0.0034,0.5327,0.594587,0.934656,False,20D,1,0.0137,0.0137
5,MIN_RATIO_20,5D,-0.0014,-0.1895,0.849804,0.944782,False,20D,1,0.01,0.01
5,MIN_RATIO_20,10D,-0.0041,-0.4127,0.680055,0.944782,False,20D,1,0.0004,0.0004
5,MIN_RATIO_20,20D,0.0031,0.2381,0.811969,0.944782,False,20D,1,0.0053,0.0053
5,MA_RATIO_20,1D,0.0039,0.7691,0.44229,0.921438,False,20D,1,0.0171,0.0171
5,MA_RATIO_20,3D,0.0052,0.7224,0.470505,0.927598,False,20D,1,0.0164,0.0164
5,MA_RATIO_20,5D,0.0029,0.3314,0.7405,0.944782,False,20D,1,0.0131,0.0131
5,MA_RATIO_20,10D,0.0042,0.3774,0.706104,0.944782,False,20D,1,-0.0039,-0.0039
5,MA_RATIO_20,20D,0.0123,0.8804,0.379214,0.921438,False,20D,1,0.0007,0.0007
5,ROC30,1D,-0.0043,-0.7829,0.434181,0.921438,False,20D,-1,-0.0134,0.0134
5,ROC30,3D,-0.0092,-1.1843,0.23706,0.921438,False,20D,-1,-0.0195,0.0195
5,ROC30,5D,-0.0101,-1.0598,0.289933,0.921438,False,20D,-1,-0.018,0.018
5,ROC30,10D,-0.0136,-1.0974,0.273152,0.921438,False,20D,-1,-0.0067,0.0067
5,ROC30,20D,-0.0206,-1.4364,0.151726,0.921438,False,20D,-1,-0.0094,0.0094
5,MAX_RATIO_30,1D,0.0035,0.7032,0.482351,0.927598,False,20D,1,0.0093,0.0093
5,MAX_RATIO_30,3D,0.0069,0.9703,0.33252,0.921438,False,20D,1,0.005,0.005
5,MAX_RATIO_30,5D,0.0078,0.8745,0.382385,0.921438,False,20D,1,0.0031,0.0031
5,MAX_RATIO_30,10D,0.0108,0.925,0.355566,0.921438,False,20D,1,-0.0098,-0.0098
5,MAX_RATIO_30,20D,0.0189,1.3707,0.17127,0.921438,False,20D,1,-0.0084,-0.0084
6,ROC10,1D,-0.0104,-2.2886,0.022658,0.153531,False,3D,-1,0.0033,-0.0033
6,ROC10,3D,-0.0136,-2.0836,0.037872,0.153531,False,3D,-1,0.0108,-0.0108
6,ROC10,5D,-0.0092,-1.1701,0.242698,0.367724,False,3D,-1,0.0173,-0.0173
6,ROC10,10D,-0.0048,-0.4697,0.63887,0.735712,False,3D,-1,0.016,-0.016
6,ROC10,20D,-0.0143,-1.2054,0.228816,0.365033,False,3D,-1,-0.0066,0.0066
6,MAX_RATIO_10,1D,0.0003,0.0768,0.938801,0.948151,False,20D,-1,-0.0024,0.0024
6,MAX_RATIO_10,3D,-0.0053,-0.9336,0.35112,0.487667,False,20D,-1,-0.0076,0.0076
6,MAX_RATIO_10,5D,-0.0092,-1.3532,0.176807,0.347487,False,20D,-1,-0.0073,0.0073
6,MAX_RATIO_10,10D,-0.0116,-1.5594,0.119739,0.315103,False,20D,-1,-0.0122,0.0122
6,MAX_RATIO_10,20D,-0.0062,-0.6479,0.517446,0.616007,False,20D,-1,-0.0024,0.0024
6,MIN_RATIO_10,1D,0.0174,4.3203,2e-05,0.001,False,3D,1,0.0123,0.0123
