fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
1,ROC20,3D,0.0001,0.0037,0.997088,1.0,False,20D,1,-0.0489,-0.0489
1,ROC20,5D,-0.0033,-0.0899,0.92843,1.0,False,20D,1,-0.0255,-0.0255
1,ROC20,10D,0.006,0.1308,0.895985,1.0,False,20D,1,-0.0143,-0.0143
1,ROC20,20D,0.0665,0.9493,0.34296,1.0,False,20D,1,-0.0103,-0.0103
1,MAX_RATIO_20,1D,0.0044,0.1794,0.857708,1.0,False,20D,-1,0.0302,-0.0302
1,MAX_RATIO_20,3D,-0.0269,-0.9137,0.361323,1.0,False,20D,-1,0.1061,-0.1061
1,MAX_RATIO_20,5D,-0.026,-0.6816,0.495834,1.0,False,20D,-1,0.1108,-0.1108
1,MAX_RATIO_20,10D,-0.0115,-0.2408,0.809774,1.0,False,20D,-1,0.083,-0.083
1,MAX_RATIO_20,20D,-0.0747,-1.1139,0.265883,1.0,False,20D,-1,0.0616,-0.0616
1,MIN_RATIO_20,1D,0.0269,1.1728,0.241437,1.0,False,20D,-1,0.0113,-0.0113
1,MIN_RATIO_20,3D,0.0129,0.4231,0.672384,1.0,False,20D,-1,0.0505,-0.0505
1,MIN_RATIO_20,5D,0.0276,0.7268,0.46769,1.0,False,20D,-1,0.0379,-0.0379
1,MIN_RATIO_20,10D,0.027,0.5845,0.55915,1.0,False,20D,-1,0.033,-0.033
1,MIN_RATIO_20,20D,-0.0343,-0.4861,0.627151,1.0,False,20D,-1,0.054,-0.054
1,MA_RATIO_20,1D,0.0002,0.0069,0.994509,1.0,False,20D,-1,0.0202,-0.0202
1,MA_RATIO_20,3D,-0.0085,-0.2881,0.773387,1.0,False,20D,-1,0.0684,-0.0684
1,MA_RATIO_20,5D,0.0183,0.4947,0.621055,1.0,False,20D,-1,0.0588,-0.0588
1,MA_RATIO_20,10D,0.0245,0.5045,0.614135,1.0,False,20D,-1,0.0533,-0.0533
1,MA_RATIO_20,20D,-0.0418,-0.5885,0.556485,1.0,False,20D,-1,0.0579,-0.0579
1,ROC30,1D,-0.0025,-0.113,0.910041,1.0,False,20D,1,0.0232,0.0232
1,ROC30,3D,0.0312,1.0011,0.317302,1.0,False,20D,1,-0.0012,-0.0012
1,ROC30,5D,0.0391,1.0569,0.291106,1.0,False,20D,1,-0.0022,-0.0022
1,ROC30,10D,0.0104,0.2161,0.829029,1.0,False,20D,1,0.015,0.015
1,ROC30,20D,0.0026,0.0376,0.970032,1.0,False,20D,1,-0.016,-0.016
1,MAX_RATIO_30,1D,-0.0065,-0.2661,0.790257,1.0,False,20D,-1,0.0127,-0.0127
1,MAX_RATIO_30,3D,-0.0281,-0.9038,0.366546,1.0,False,20D,-1,0.0631,-0.0631
1,MAX_RATIO_30,5D,-0.0355,-0.9135,0.361465,1.0,False,20D,-1,0.0598,-0.0598
1,MAX_RATIO_30,10D,-0.0329,-0.6592,0.510058,1.0,False,20D,-1,0.0232,-0.0232
1,MAX_RATIO_30,20D,-0.0708,-1.0081,0.313898,1.0,False,20D,-1,0.0089,-0.0089
1,MIN_RATIO_30,1D,0.0047,0.2028,0.839406,1.0,False,20D,1,0.0078,0.0078
1,MIN_RATIO_30,3D,0.0052,0.1698,0.865205,1.0,False,20D,1,0.0603,0.0603
1,MIN_RATIO_30,5D,0.0234,0.6497,0.516199,1.0,False,20D,1,0.0506,0.0506
1,MIN_RATIO_30,10D,0.0406,0.8419,0.400254,1.0,False,20D,1,0.0348,0.0348
1,MIN_RATIO_30,20D,0.006,0.0778,0.938024,1.0,False,20D,1,0.0326,0.0326
1,MA_RATIO_30,1D,0.0108,0.4641,0.642782,1.0,False,20D,-1,0.019,-0.019
1,MA_RATIO_30,3D,-0.0122,-0.3902,0.696555,1.0,False,20D,-1,0.0611,-0.0611
1,MA_RATIO_30,5D,0.0029,0.0768,0.938832,1.0,False,20D,-1,0.0477,-0.0477
1,MA_RATIO_30,10D,-0.0004,-0.0085,0.993228,1.0,False,20D,-1,0.0256,-0.0256
1,MA_RATIO_30,20D,-0.0462,-0.6289,0.529731,1.0,False,20D,-1,0.0348,-0.0348
1,ROC60,1D,0.0064,0.2691,0.787962,1.0,False,20D,-1,0.0082,-0.0082
1,ROC60,3D,-0.0024,-0.0756,0.939803,1.0,False,20D,-1,-0.0391,0.0391
1,ROC60,5D,-0.0324,-0.868,0.385888,1.0,False,20D,-1,-0.0323,0.0323
1,ROC60,10D,-0.0406,-0.8723,0.383513,1.0,False,20D,-1,-0.0211,0.0211
1,ROC60,20D,-0.028,-0.4295,0.667737,1.0,False,20D,-1,-0.1091,0.1091
1,MAX_RATIO_60,1D,-0.0061,-0.2399,0.810486,1.0,False,20D,-1,0.0011,-0.0011
1,MAX_RATIO_60,3D,-0.0051,-0.1567,0.875518,1.0,False,20D,-1,0.0328,-0.0328
1,MAX_RATIO_60,5D,0.0143,0.3598,0.719157,1.0,False,20D,-1,0.0237,-0.0237
1,MAX_RATIO_60,10D,0.0391,0.729,0.466357,1.0,False,20D,-1,0.0219,-0.0219
1,MAX_RATIO_60,20D,-0.0178,-0.244,0.807315,1.0,False,20D,-1,0.0459,-0.0459
1,MIN_RATIO_60,1D,0.0165,0.693,0.488656,1.0,False,20D,1,-0.0001,-0.0001
1,MIN_RATIO_60,3D,-0.012,-0.3878,0.698365,1.0,False,20D,1,0.044,0.044
1,MIN_RATIO_60,5D,0.0241,0.6581,0.510786,1.0,False,20D,1,0.0236,0.0236
1,MIN_RATIO_60,10D,0.0314,0.6333,0.526842,1.0,False,20D,1,0.0051,0.0051
1,MIN_RATIO_60,20D,0.0025,0.0356,0.971596,1.0,False,20D,1,0.0883,0.0883
1,MA_RATIO_60,1D,0.0082,0.3434,0.731443,1.0,False,20D,-1,-0.0059,0.0059
1,MA_RATIO_60,3D,0.0015,0.0483,0.961468,1.0,False,20D,-1,0.0292,-0.0292
1,MA_RATIO_60,5D,0.0247,0.6472,0.517853,1.0,False,20D,-1,0.0163,-0.0163
1,MA_RATIO_60,10D,0.0381,0.7478,0.454977,1.0,False,20D,-1,0.0052,-0.0052
1,MA_RATIO_60,20D,-0.0165,-0.2306,0.817722,1.0,False,20D,-1,0.069,-0.069
1,ROC120,1D,0.0088,0.3497,0.72673,1.0,False,20D,1,-0.0242,-0.0242
1,ROC120,3D,-0.0023,-0.0681,0.945735,1.0,False,20D,1,-0.0544,-0.0544
1,ROC120,5D,-0.0025,-0.0683,0.945611,1.0,False,20D,1,-0.0667,-0.0667
1,ROC120,10D,0.0265,0.5476,0.584311,1.0,False,20D,1,-0.0591,-0.0591
1,ROC120,20D,0.0366,0.4767,0.633877,1.0,False,20D,1,-0.1302,-0.1302
1,MAX_RATIO_120,1D,0.0,0.0014,0.998919,1.0,False,20D,-1,0.0229,-0.0229
1,MAX_RATIO_120,3D,0.0215,0.5852,0.558774,1.0,False,20D,-1,0.0537,-0.0537
1,MAX_RATIO_120,5D,0.0236,0.5305,0.59609,1.0,False,20D,-1,0.0565,-0.0565
1,MAX_RATIO_120,10D,0.0014,0.0228,0.981847,1.0,False,20D,-1,0.0718,-0.0718
1,MAX_RATIO_120,20D,-0.0579,-0.7223,0.470526,1.0,False,20D,-1,0.1783,-0.1783
1,MIN_RATIO_120,1D,-0.0077,-0.3148,0.753098,1.0,False,20D,1,-0.0188,-0.0188
1,MIN_RATIO_120,3D,0.0056,0.1694,0.865565,1.0,False,20D,1,0.0108,0.0108
1,MIN_RATIO_120,5D,0.0271,0.7551,0.450657,1.0,False,20D,1,-0.0019,-0.0019
1,MIN_RATIO_120,10D,0.0351,0.7667,0.443738,1.0,False,20D,1,-0.0116,-0.0116
1,MIN_RATIO_120,20D,0.0158,0.2223,0.824211,1.0,False,20D,1,0.0687,0.0687
1,MA_RATIO_120,1D,0.0003,0.0129,0.989731,1.0,False,20D,-1,-0.006,0.006
1,MA_RATIO_120,3D,0.0174,0.5286,0.597404,1.0,False,20D,-1,0.0307,-0.0307
1,MA_RATIO_120,5D,0.0311,0.8316,0.406164,1.0,False,20D,-1,0.0291,-0.0291
1,MA_RATIO_120,10D,0.0181,0.365,0.715286,1.0,False,20D,-1,0.0336,-0.0336
1,MA_RATIO_120,20D,-0.0296,-0.4007,0.688888,1.0,False,20D,-1,0.1438,-0.1438
1,ROC250,1D,-0.0125,-0.4137,0.679479,1.0,False,20D,-1,0.0135,-0.0135
1,ROC250,3D,-0.0232,-0.5797,0.562623,1.0,False,20D,-1,0.0187,-0.0187
1,ROC250,5D,-0.0257,-0.5196,0.60381,1.0,False,20D,-1,0.0218,-0.0218
1,ROC250,10D,-0.0251,-0.3836,0.701589,1.0,False,20D,-1,0.0437,-0.0437
1,ROC250,20D,-0.0485,-0.4501,0.653059,1.0,False,20D,-1,0.0163,-0.0163
1,MAX_RATIO_250,1D,-0.0475,-1.4471,0.149108,1.0,False,20D,-1,0.0319,-0.0319
1,MAX_RATIO_250,3D,-0.0566,-1.3413,0.181033,1.0,False,20D,-1,0.0554,-0.0554
1,MAX_RATIO_250,5D,-0.0627,-1.2907,0.197978,1.0,False,20D,-1,0.0653,-0.0653
1,MAX_RATIO_250,10D,-0.112,-1.659,0.098343,0.903383,False,20D,-1,0.0425,-0.0425
1,MAX_RATIO_250,20D,-0.1741,-1.852,0.065182,0.783153,False,20D,-1,0.0852,-0.0852
1,MIN_RATIO_250,1D,0.0149,0.5166,0.605855,1.0,False,20D,1,-0.0095,-0.0095
1,MIN_RATIO_250,3D,0.0342,0.8857,0.376622,1.0,False,20D,1,-0.0131,-0.0131
1,MIN_RATIO_250,5D,0.0498,1.0483,0.295481,1.0,False,20D,1,-0.023,-0.023
1,MIN_RATIO_250,10D,0.0395,0.6967,0.486607,1.0,False,20D,1,-0.0381,-0.0381
1,MIN_RATIO_250,20D,0.0328,0.3349,0.737984,1.0,False,20D,1,0.0127,0.0127
1,MA_RATIO_250,1D,-0.0067,-0.2135,0.831073,1.0,False,20D,-1,0.0171,-0.0171
1,MA_RATIO_250,3D,-0.0024,-0.0589,0.9531,1.0,False,20D,-1,0.0306,-0.0306
1,MA_RATIO_250,5D,-0.0012,-0.026,0.979245,1.0,False,20D,-1,0.027,-0.027
1,MA_RATIO_250,10D,-0.0165,-0.2839,0.776704,1.0,False,20D,-1,0.0052,-0.0052
1,MA_RATIO_250,20D,-0.0122,-0.1252,0.900501,1.0,False,20D,-1,0.0683,-0.0683
1,STD5,1D,-0.0132,-0.5898,0.555612,1.0,False,20D,-1,-0.0214,0.0214
1,STD5,3D,-0.0163,-0.5893,0.555909,1.0,False,20D,-1,-0.0368,0.0368
1,STD5,5D,-0.0083,-0.2688,0.788208,1.0,False,20D,-1,-0.0527,0.0527
1,STD5,10D,-0.0734,-2.156,0.031564,0.519491,False,20D,-1,-0.0007,0.0007
1,STD5,20D,-0.0837,-2.3927,0.017092,0.473571,False,20D,-1,0.0977,-0.0977
1,STD10,1D,-0.0148,-0.6685,0.504099,1.0,False,20D,-1,-0.0011,0.0011
1,STD10,3D,-0.0392,-1.4148,0.157755,1.0,False,20D,-1,-0.0125,0.0125
1,STD10,5D,-0.0501,-1.5824,0.114191,0.97746,False,20D,-1,-0.0106,0.0106
1,STD10,10D,-0.1349,-3.5988,0.000352,0.046347,False,20D,-1,0.0801,-0.0801
1,STD10,20D,-0.1661,-4.0346,6.3e-05,0.012443,True,20D,-1,0.1077,-0.1077
1,STD20,1D,-0.0183,-0.8164,0.41466,1.0,False,10D,-1,0.0584,-0.0584
1,STD20,3D,-0.0679,-2.2923,0.022314,0.473571,False,10D,-1,0.0906,-0.0906
1,STD20,5D,-0.0739,-2.2184,0.026993,0.473571,False,10D,-1,0.1264,-0.1264
1,STD20,10D,-0.1644,-4.2207,2.9e-05,0.011455,True,10D,-1,0.1567,-0.1567
1,STD20,20D,-0.164,-3.0735,0.002235,0.15484,False,10D,-1,0.0594,-0.0594
1,STD30,1D,-0.0293,-1.3377,0.181649,1.0,False,10D,-1,0.0106,-0.0106
1,STD30,3D,-0.0632,-2.0714,0.038864,0.590434,False,10D,-1,0.0458,-0.0458
1,STD30,5D,-0.0653,-1.9168,0.055865,0.735556,False,10D,-1,0.0338,-0.0338
1,STD30,10D,-0.1308,-3.2695,0.001156,0.114155,True,10D,-1,0.0374,-0.0374
1,STD30,20D,-0.1244,-2.2838,0.022823,0.473571,False,10D,-1,0.0655,-0.0655
1,STD60,1D,-0.0411,-1.7586,0.079338,0.812758,False,20D,-1,0.0192,-0.0192
1,STD60,3D,-0.07,-2.2284,0.026357,0.473571,False,20D,-1,0.0332,-0.0332
1,STD60,5D,-0.0951,-2.6307,0.008816,0.401408,False,20D,-1,0.0494,-0.0494
1,STD60,10D,-0.1393,-2.8991,0.003928,0.221651,False,20D,-1,0.091,-0.091
1,STD60,20D,-0.1604,-2.618,0.009146,0.401408,False,20D,-1,0.077,-0.077
1,STD120,1D,-0.0249,-0.9855,0.325009,1.0,False,20D,-1,-0.0151,0.0151
1,STD120,3D,-0.023,-0.6724,0.501721,1.0,False,20D,-1,0.0003,-0.0003
1,STD120,5D,-0.0369,-0.878,0.380485,1.0,False,20D,-1,-0.0106,0.0106
1,STD120,10D,-0.0582,-1.0362,0.300783,1.0,False,20D,-1,-0.0054,0.0054
1,STD120,20D,-0.0401,-0.5151,0.60675,1.0,False,20D,-1,0.0306,-0.0306
1,STD250,1D,-0.0326,-1.0917,0.276002,1.0,False,20D,-1,0.0012,-0.0012
1,STD250,3D,-0.0547,-1.3704,0.171787,1.0,False,20D,-1,-0.0107,0.0107
1,STD250,5D,-0.0515,-1.0661,0.287395,1.0,False,20D,-1,-0.0198,0.0198
1,STD250,10D,-0.1084,-1.5004,0.134765,1.0,False,20D,-1,0.0238,-0.0238
1,STD250,20D,-0.1166,-1.1153,0.265756,1.0,False,20D,-1,0.0317,-0.0317
1,ATR_RATIO_5,1D,-0.0031,-0.1392,0.889342,1.0,False,20D,-1,-0.0022,0.0022
1,ATR_RATIO_5,3D,0.0502,1.8246,0.068662,0.797691,False,20D,-1,-0.0004,0.0004
1,ATR_RATIO_5,5D,0.0357,1.1176,0.264267,1.0,False,20D,-1,0.0302,-0.0302
1,ATR_RATIO_5,10D,0.0021,0.0565,0.954983,1.0,False,20D,-1,0.0457,-0.0457
1,ATR_RATIO_5,20D,-0.0368,-0.9125,0.361933,1.0,False,20D,-1,0.079,-0.079
1,ATR_RATIO_20,1D,0.0059,0.25,0.802713,1.0,False,20D,-1,0.0563,-0.0563
1,ATR_RATIO_20,3D,-0.012,-0.3992,0.689916,1.0,False,20D,-1,0.1157,-0.1157
1,ATR_RATIO_20,5D,-0.0135,-0.3676,0.713345,1.0,False,20D,-1,0.111,-0.111
1,ATR_RATIO_20,10D,-0.0371,-0.747,0.455448,1.0,False,20D,-1,0.0684,-0.0684
1,ATR_RATIO_20,20D,-0.0628,-0.9655,0.334766,1.0,False,20D,-1,0.0798,-0.0798
1,ATR_RATIO_60,1D,-0.0004,-0.0176,0.985935,1.0,False,20D,-1,0.017,-0.017
1,ATR_RATIO_60,3D,0.0086,0.2605,0.79458,1.0,False,20D,-1,0.0665,-0.0665
1,ATR_RATIO_60,5D,0.0239,0.6146,0.539167,1.0,False,20D,-1,0.0499,-0.0499
1,ATR_RATIO_60,10D,0.0274,0.5529,0.580641,1.0,False,20D,-1,0.0279,-0.0279
1,ATR_RATIO_60,20D,-0.0295,-0.4222,0.673113,1.0,False,20D,-1,0.0901,-0.0901
1,ROC_STD_20,1D,-0.0157,-0.6882,0.491647,1.0,False,20D,1,-0.0345,-0.0345
1,ROC_STD_20,3D,0.0085,0.2809,0.77893,1.0,False,20D,1,-0.0511,-0.0511
1,ROC_STD_20,5D,-0.0021,-0.0559,0.95547,1.0,False,20D,1,-0.0303,-0.0303
1,ROC_STD_20,10D,-0.0066,-0.1471,0.883142,1.0,False,20D,1,-0.0012,-0.0012
1,ROC_STD_20,20D,0.0405,0.5922,0.553989,1.0,False,20D,1,0.0089,0.0089
1,ROC_STD_60,1D,0.0068,0.2832,0.777171,1.0,False,20D,-1,0.0121,-0.0121
1,ROC_STD_60,3D,-0.0001,-0.0042,0.996647,1.0,False,20D,-1,-0.0339,0.0339
1,ROC_STD_60,5D,-0.0339,-0.8944,0.371612,1.0,False,20D,-1,-0.0219,0.0219
1,ROC_STD_60,10D,-0.0335,-0.6952,0.487264,1.0,False,20D,-1,-0.0183,0.0183
1,ROC_STD_60,20D,-0.0255,-0.3831,0.701832,1.0,False,20D,-1,-0.1091,0.1091
1,ROC_STD_120,1D,0.0072,0.2847,0.776026,1.0,False,20D,1,-0.0298,-0.0298
1,ROC_STD_120,3D,0.0001,0.0024,0.998094,1.0,False,20D,1,-0.0488,-0.0488
1,ROC_STD_120,5D,0.0036,0.1021,0.91874,1.0,False,20D,1,-0.0607,-0.0607
1,ROC_STD_120,10D,0.0275,0.5752,0.565492,1.0,False,20D,1,-0.0492,-0.0492
1,ROC_STD_120,20D,0.0444,0.5798,0.56237,1.0,False,20D,1,-0.1266,-0.1266
1,ROC_STD_250,1D,-0.0169,-0.5749,0.565877,1.0,False,20D,-1,0.0131,-0.0131
1,ROC_STD_250,3D,-0.023,-0.5768,0.564578,1.0,False,20D,-1,0.0238,-0.0238
1,ROC_STD_250,5D,-0.0185,-0.3747,0.708234,1.0,False,20D,-1,0.0246,-0.0246
1,ROC_STD_250,10D,-0.0083,-0.1253,0.900383,1.0,False,20D,-1,0.0429,-0.0429
1,ROC_STD_250,20D,-0.0319,-0.2971,0.766667,1.0,False,20D,-1,0.0143,-0.0143
1,MOM_ACC_20_60,1D,-0.0091,-0.3778,0.70574,1.0,False,20D,-1,0.0165,-0.0165
1,MOM_ACC_20_60,3D,-0.0134,-0.4212,0.673818,1.0,False,20D,-1,-0.002,0.002
1,MOM_ACC_20_60,5D,-0.0202,-0.5586,0.576749,1.0,False,20D,-1,0.0088,-0.0088
1,MOM_ACC_20_60,10D,-0.0309,-0.6309,0.528454,1.0,False,20D,-1,-0.0284,0.0284
1,MOM_ACC_20_60,20D,-0.0091,-0.1283,0.897959,1.0,False,20D,-1,-0.1146,0.1146
1,MOM_ACC_60_120,1D,0.006,0.2453,0.806318,1.0,False,20D,-1,-0.0218,0.0218
1,MOM_ACC_60_120,3D,-0.0351,-1.0147,0.310911,1.0,False,20D,-1,-0.0508,0.0508
1,MOM_ACC_60_120,5D,-0.0268,-0.6203,0.535409,1.0,False,20D,-1,-0.069,0.069
1,MOM_ACC_60_120,10D,-0.0119,-0.2115,0.83259,1.0,False,20D,-1,-0.073,0.073
1,MOM_ACC_60_120,20D,-0.0306,-0.4663,0.641267,1.0,False,20D,-1,-0.1853,0.1853
1,VMA_RATIO_5,1D,-0.0168,-0.741,0.459015,1.0,False,20D,1,0.0522,0.0522
1,VMA_RATIO_5,3D,-0.0067,-0.3072,0.758797,1.0,False,20D,1,0.0269,0.0269
1,VMA_RATIO_5,5D,0.0023,0.1078,0.91417,1.0,False,20D,1,0.0242,0.0242
1,VMA_RATIO_5,10D,-0.0102,-0.559,0.576422,1.0,False,20D,1,0.0022,0.0022
1,VMA_RATIO_5,20D,0.0059,0.3898,0.696845,1.0,False,20D,1,-0.0093,-0.0093
1,VSTD_5,1D,0.0376,1.6599,0.097556,0.903383,False,20D,1,0.0006,0.0006
1,VSTD_5,3D,0.0416,1.5302,0.126591,1.0,False,20D,1,-0.0021,-0.0021
1,VSTD_5,5D,0.0317,1.004,0.315863,1.0,False,20D,1,0.009,0.009
1,VSTD_5,10D,0.0059,0.1663,0.867986,1.0,False,20D,1,-0.0178,-0.0178
1,VSTD_5,20D,0.0566,1.4581,0.145444,1.0,False,20D,1,-0.0542,-0.0542
1,VMA_RATIO_10,1D,-0.0084,-0.3561,0.72192,1.0,False,20D,1,0.0243,0.0243
1,VMA_RATIO_10,3D,0.0167,0.7404,0.459402,1.0,False,20D,1,0.0414,0.0414
1,VMA_RATIO_10,5D,0.0223,1.0257,0.305545,1.0,False,20D,1,0.0345,0.0345
1,VMA_RATIO_10,10D,-0.0064,-0.3089,0.757495,1.0,False,20D,1,-0.0036,-0.0036
1,VMA_RATIO_10,20D,0.0294,1.7529,0.080247,0.812758,False,20D,1,0.0001,0.0001
1,VSTD_10,1D,0.0211,0.953,0.341072,1.0,False,20D,1,0.0063,0.0063
1,VSTD_10,3D,0.0343,1.2076,0.227783,1.0,False,20D,1,0.0015,0.0015
